Sol	Hybrid Local Solar Time	SCLK	UTC	Solar longitude (deg)	Solar azimuth (deg)	Solar elevation (deg)	Sun distance (AU)
922	0922:11:03:26	208212285	2006-08-07 08.37.53	89,60	39,93	50,07	1,6572
923	0923:11:03:17	208301052	2006-08-08 09.17.19	90,06	39,93	50,07	1,6567
924	0924:11:03:08	208389819	2006-08-09 09.56.46	90,51	39,93	50,07	1,6563
925	0925:11:02:59	208478587	2006-08-10 10.36.11	90,96	39,93	50,07	1,6558
926	0926:11:02:50	208567354	2006-08-11 11.15.38	91,42	39,92	50,08	1,6554
927	0927:11:02:42	208656122	2006-08-12 11.55.04	91,87	39,92	50,08	1,6549
928	0928:11:02:32	208744889	2006-08-13 12.34.30	92,32	39,91	50,09	1,6544
929	0929:11:02:24	208833656	2006-08-14 13.13.56	92,78	39,90	50,10	1,6539
930	0930:11:02:16	208922424	2006-08-15 13.53.23	93,24	39,89	50,11	1,6534
931	0931:11:02:07	209011192	2006-08-16 14.32.49	93,69	39,87	50,13	1,6529
932	0932:11:01:59	209099960	2006-08-17 15.12.16	94,15	39,86	50,14	1,6524
933	0933:11:01:50	209188727	2006-08-18 15.51.43	94,60	39,84	50,16	1,6519
934	0934:11:01:42	209277495	2006-08-19 16.31.09	95,06	39,83	50,17	1,6513
935	0935:11:01:33	209366262	2006-08-20 17.10.36	95,51	39,81	50,19	1,6508
936	0936:11:01:25	209455031	2006-08-21 17.50.02	95,97	39,78	50,22	1,6502
937	0937:11:01:16	209543799	2006-08-22 18.29.29	96,43	39,76	50,24	1,6496
938	0938:11:01:09	209632567	2006-08-23 19.08.56	96,89	39,74	50,26	1,6491
939	0939:11:01:00	209721334	2006-08-24 19.48.23	97,34	39,71	50,29	1,6485
940	0940:11:00:52	209810102	2006-08-25 20.27.50	97,80	39,68	50,32	1,6479
941	0941:11:00:44	209898871	2006-08-26 21.07.16	98,26	39,65	50,35	1,6473
942	0942:11:00:36	209987639	2006-08-27 21.46.44	98,72	39,62	50,38	1,6466
943	0943:11:00:28	210076407	2006-08-28 22.26.10	99,18	39,59	50,41	1,6460
944	0944:11:00:20	210165175	2006-08-29 23.05.38	99,64	39,55	50,45	1,6454
945	0945:11:00:12	210253943	2006-08-30 23.45.04	100,10	39,51	50,49	1,6447
946	0946:11:00:03	210342712	2006-09-01 00.24.31	100,56	39,48	50,52	1,6441
947	0947:10:59:56	210431480	2006-09-02 01.03.59	101,02	39,43	50,57	1,6434
948	0948:10:59:47	210520248	2006-09-03 01.43.25	101,48	39,39	50,61	1,6427
949	0949:10:59:40	210609016	2006-09-04 02.22.53	101,94	39,35	50,65	1,6420
950	0950:10:59:31	210697784	2006-09-05 03.02.19	102,40	39,30	50,70	1,6413
951	0951:10:59:24	210786553	2006-09-06 03.41.47	102,86	39,26	50,74	1,6406
952	0952:10:59:16	210875321	2006-09-07 04.21.13	103,33	39,21	50,79	1,6399
953	0953:10:59:08	210964089	2006-09-08 05.00.41	103,79	39,16	50,84	1,6392
954	0954:10:59:01	211052857	2006-09-09 05.40.09	104,25	39,10	50,90	1,6385
955	0955:10:58:52	211141625	2006-09-10 06.19.35	104,72	39,05	50,95	1,6377
956	0956:10:58:45	211230394	2006-09-11 06.59.03	105,18	38,99	51,01	1,6370
957	0957:10:58:36	211319163	2006-09-12 07.38.29	105,65	38,94	51,06	1,6362
958	0958:10:58:29	211407931	2006-09-13 08.17.57	106,11	38,88	51,12	1,6355
959	0959:10:58:20	211496699	2006-09-14 08.57.23	106,58	38,82	51,18	1,6347
960	0960:10:58:13	211585467	2006-09-15 09.36.51	107,04	38,75	51,25	1,6339
961	0961:10:58:06	211674236	2006-09-16 10.16.19	107,51	38,69	51,31	1,6331
962	0962:10:57:57	211763004	2006-09-17 10.55.45	107,98	38,62	51,38	1,6323
963	0963:10:57:50	211851772	2006-09-18 11.35.13	108,44	38,55	51,45	1,6315
964	0964:10:57:41	211940540	2006-09-19 12.14.39	108,91	38,48	51,52	1,6307
965	0965:10:57:34	212029308	2006-09-20 12.54.07	109,38	38,41	51,59	1,6298
966	0966:10:57:25	212118078	2006-09-21 13.33.33	109,85	38,34	51,66	1,6290
967	0967:10:57:18	212206846	2006-09-22 14.13.01	110,32	38,27	51,73	1,6282
968	0968:10:57:09	212295614	2006-09-23 14.52.28	110,79	38,19	51,81	1,6273
969	0969:10:57:02	212384382	2006-09-24 15.31.55	111,26	38,11	51,89	1,6264
970	0970:10:56:53	212473150	2006-09-25 16.11.22	111,73	38,03	51,97	1,6256
971	0971:10:56:46	212561919	2006-09-26 16.50.49	112,20	37,95	52,05	1,6247
972	0972:10:56:38	212650687	2006-09-27 17.30.16	112,67	37,87	52,13	1,6238
973	0973:10:56:30	212739455	2006-09-28 18.09.43	113,14	37,78	52,22	1,6229
974	0974:10:56:22	212828223	2006-09-29 18.49.10	113,61	37,69	52,31	1,6220
975	0975:10:56:13	212916991	2006-09-30 19.28.37	114,09	37,61	52,39	1,6211
976	0976:10:56:06	213005759	2006-10-01 20.08.04	114,56	37,51	52,49	1,6202
977	0977:10:55:57	213094527	2006-10-02 20.47.31	115,04	37,42	52,58	1,6192
978	0978:10:55:49	213183295	2006-10-03 21.26.57	115,51	37,33	52,67	1,6183
979	0979:10:55:41	213272063	2006-10-04 22.06.25	115,99	37,23	52,77	1,6174
980	0980:10:55:33	213360831	2006-10-05 22.45.51	116,46	37,14	52,86	1,6164
981	0981:10:55:25	213449600	2006-10-06 23.25.18	116,94	37,04	52,96	1,6154
982	0982:10:55:16	213538367	2006-10-08 00.04.45	117,42	36,94	53,06	1,6145
983	0983:10:55:09	213627135	2006-10-09 00.44.12	117,89	36,84	53,16	1,6135
984	0984:10:55:00	213715903	2006-10-10 01.23.39	118,37	36,73	53,27	1,6125
985	0985:10:54:52	213804671	2006-10-11 02.03.05	118,85	36,63	53,37	1,6115
986	0986:10:54:43	213893439	2006-10-12 02.42.32	119,33	36,52	53,48	1,6105
987	0987:10:54:35	213982207	2006-10-13 03.21.58	119,81	36,41	53,59	1,6095
988	0988:10:54:26	214070974	2006-10-14 04.01.25	120,29	36,30	53,70	1,6085
989	0989:10:54:18	214159742	2006-10-15 04.40.52	120,77	36,19	53,81	1,6075
990	0990:10:54:09	214248509	2006-10-16 05.20.18	121,26	36,08	53,92	1,6065
991	0991:10:54:01	214337277	2006-10-17 05.59.45	121,74	35,96	54,04	1,6054
992	0992:10:53:53	214426045	2006-10-18 06.39.11	122,22	35,84	54,16	1,6044
993	0993:10:53:44	214514813	2006-10-19 07.18.38	122,71	35,73	54,27	1,6033
994	0994:10:53:35	214603580	2006-10-20 07.58.03	123,19	35,61	54,39	1,6023
995	0995:10:53:26	214692347	2006-10-21 08.37.30	123,68	35,48	54,52	1,6012
996	0996:10:53:18	214781115	2006-10-22 09.16.56	124,16	35,36	54,64	1,6001
997	0997:10:53:09	214869883	2006-10-23 09.56.23	124,65	35,24	54,76	1,5991
998	0998:10:53:00	214958650	2006-10-24 10.35.49	125,13	35,11	54,89	1,5980
999	0999:10:52:51	215047417	2006-10-25 11.15.15	125,62	34,98	55,02	1,5969
1000	1000:10:52:43	215136185	2006-10-26 11.54.42	126,11	34,85	55,15	1,5958
1001	1001:10:52:33	215224952	2006-10-27 12.34.07	126,60	34,72	55,28	1,5947
1002	1002:10:52:25	215313719	2006-10-28 13.13.34	127,09	34,59	55,41	1,5936
1003	1003:10:52:16	215402487	2006-10-29 13.52.59	127,58	34,45	55,55	1,5924
1004	1004:10:52:07	215491254	2006-10-30 14.32.26	128,07	34,32	55,68	1,5913
1005	1005:10:51:58	215580021	2006-10-31 15.11.51	128,56	34,18	55,82	1,5902
1006	1006:10:51:49	215668788	2006-11-01 15.51.18	129,05	34,04	55,96	1,5891
1007	1007:10:51:40	215757555	2006-11-02 16.30.43	129,55	33,90	56,10	1,5879
1008	1008:10:51:30	215846322	2006-11-03 17.10.09	130,04	33,76	56,24	1,5868
1009	1009:10:51:22	215935090	2006-11-04 17.49.36	130,54	33,61	56,39	1,5856
1010	1010:10:51:12	216023856	2006-11-05 18.29.01	131,03	33,47	56,53	1,5844
1011	1011:10:51:03	216112623	2006-11-06 19.08.27	131,53	33,32	56,68	1,5833
1012	1012:10:50:55	216201390	2006-11-07 19.47.53	132,02	33,17	56,83	1,5821
1013	1013:10:50:45	216290157	2006-11-08 20.27.19	132,52	33,02	56,98	1,5809
1014	1014:10:50:36	216378923	2006-11-09 21.06.44	133,02	32,87	57,13	1,5798
1015	1015:10:50:26	216467691	2006-11-10 21.46.10	133,52	32,72	57,28	1,5786
1016	1016:10:50:17	216556458	2006-11-11 22.25.35	134,02	32,56	57,44	1,5774
1017	1017:10:50:07	216645224	2006-11-12 23.05.01	134,52	32,41	57,59	1,5762
1018	1018:10:49:58	216733991	2006-11-13 23.44.26	135,02	32,25	57,75	1,5750
1019	1019:10:49:48	216822758	2006-11-15 00.23.52	135,52	32,09	57,91	1,5738
1020	1020:10:49:39	216911524	2006-11-16 01.03.17	136,03	31,93	58,07	1,5725
1021	1021:10:49:29	217000292	2006-11-17 01.42.43	136,53	31,77	58,23	1,5713
1022	1022:10:49:20	217089058	2006-11-18 02.22.09	137,03	31,60	58,40	1,5701
1023	1023:10:49:11	217177825	2006-11-19 03.01.34	137,54	31,44	58,56	1,5689
1024	1024:10:49:01	217266591	2006-11-20 03.41.00	138,04	31,27	58,73	1,5676
1025	1025:10:48:52	217355358	2006-11-21 04.20.25	138,55	31,10	58,90	1,5664
1026	1026:10:48:42	217444124	2006-11-22 04.59.51	139,06	30,93	59,07	1,5652
1027	1027:10:48:33	217532891	2006-11-23 05.39.16	139,57	30,76	59,24	1,5639
1028	1028:10:48:23	217621658	2006-11-24 06.18.42	140,08	30,59	59,41	1,5627
1029	1029:10:48:13	217710424	2006-11-25 06.58.06	140,59	30,42	59,58	1,5614
1030	1030:10:48:03	217799191	2006-11-26 07.37.32	141,10	30,24	59,76	1,5601
1031	1031:10:47:54	217887957	2006-11-27 08.16.57	141,61	30,07	59,93	1,5589
1032	1032:10:47:45	217976723	2006-11-28 08.56.23	142,12	29,89	60,11	1,5576
1033	1033:10:47:35	218065490	2006-11-29 09.35.48	142,64	29,71	60,29	1,5563
1034	1034:10:47:25	218154257	2006-11-30 10.15.13	143,15	29,53	60,47	1,5551
1035	1035:10:47:15	218243023	2006-12-01 10.54.38	143,66	29,35	60,65	1,5538
1036	1036:10:47:06	218331790	2006-12-02 11.34.04	144,18	29,16	60,84	1,5525
1037	1037:10:46:56	218420556	2006-12-03 12.13.29	144,70	28,98	61,02	1,5512
1038	1038:10:46:47	218509322	2006-12-04 12.52.55	145,21	28,79	61,21	1,5499
1039	1039:10:46:36	218598089	2006-12-05 13.32.19	145,73	28,60	61,40	1,5486
1040	1040:10:46:27	218686856	2006-12-06 14.11.45	146,25	28,42	61,58	1,5473
1041	1041:10:46:17	218775622	2006-12-07 14.51.11	146,77	28,23	61,77	1,5460
1042	1042:10:46:08	218864389	2006-12-08 15.30.36	147,29	28,03	61,97	1,5447
1043	1043:10:45:59	218953155	2006-12-09 16.10.02	147,82	27,84	62,16	1,5434
1044	1044:10:45:49	219041922	2006-12-10 16.49.27	148,34	27,65	62,35	1,5421
1045	1045:10:45:39	219130688	2006-12-11 17.28.52	148,86	27,45	62,55	1,5408
1046	1046:10:45:29	219219451	2006-12-12 18.08.17	149,39	27,26	62,74	1,5395
1047	1047:10:45:20	219308215	2006-12-13 18.47.43	149,91	27,06	62,94	1,5382
1048	1048:10:45:10	219396981	2006-12-14 19.27.08	150,44	26,86	63,14	1,5368
1049	1049:10:45:01	219485748	2006-12-15 20.06.34	150,97	26,66	63,34	1,5355
1050	1050:10:44:51	219574514	2006-12-16 20.45.59	151,50	26,46	63,54	1,5342
1051	1051:10:44:42	219663281	2006-12-17 21.25.25	152,02	26,26	63,74	1,5329
1052	1052:10:44:32	219752048	2006-12-18 22.04.50	152,55	26,05	63,95	1,5315
1053	1053:10:44:23	219840814	2006-12-19 22.44.16	153,09	25,85	64,15	1,5302
1054	1054:10:44:14	219929582	2006-12-20 23.23.41	153,62	25,64	64,36	1,5289
1055	1055:10:44:05	220018349	2006-12-22 00.03.08	154,15	25,43	64,57	1,5276
1056	1056:10:43:56	220107115	2006-12-23 00.42.34	154,68	25,23	64,77	1,5262
1057	1057:10:43:46	220195882	2006-12-24 01.21.59	155,22	25,02	64,98	1,5249
1058	1058:10:43:37	220284649	2006-12-25 02.01.25	155,76	24,80	65,20	1,5236
1059	1059:10:43:28	220373416	2006-12-26 02.40.51	156,29	24,59	65,41	1,5222
1060	1060:10:43:19	220462183	2006-12-27 03.20.17	156,83	24,38	65,62	1,5209
1061	1061:10:43:10	220550950	2006-12-28 03.59.43	157,37	24,17	65,83	1,5195
1062	1062:10:43:01	220639717	2006-12-29 04.39.09	157,91	23,95	66,05	1,5182
1063	1063:10:42:53	220728485	2006-12-30 05.18.35	158,45	23,73	66,27	1,5169
1064	1064:10:42:44	220817252	2006-12-31 05.58.02	158,99	23,52	66,48	1,5155
1065	1065:10:42:35	220906020	2007-01-01 06.37.27	159,53	23,30	66,70	1,5142
1066	1066:10:42:26	220994787	2007-01-02 07.16.54	160,07	23,08	66,92	1,5128
1067	1067:10:42:18	221083555	2007-01-03 07.56.21	160,62	22,86	67,14	1,5115
1068	1068:10:42:09	221172320	2007-01-04 08.35.47	161,16	22,64	67,36	1,5101
1069	1069:10:42:01	221261088	2007-01-05 09.15.14	161,71	22,41	67,59	1,5088
1070	1070:10:41:52	221349855	2007-01-06 09.54.40	162,26	22,19	67,81	1,5075
1071	1071:10:41:45	221438624	2007-01-07 10.34.08	162,80	21,97	68,03	1,5061
1072	1072:10:41:36	221527392	2007-01-08 11.13.34	163,35	21,74	68,26	1,5048
1073	1073:10:41:28	221616160	2007-01-09 11.53.01	163,90	21,52	68,48	1,5034
1074	1074:10:41:21	221704928	2007-01-10 12.32.29	164,46	21,29	68,71	1,5021
1075	1075:10:41:13	221793696	2007-01-11 13.11.56	165,01	21,06	68,94	1,5008
1076	1076:10:41:05	221882465	2007-01-12 13.51.23	165,56	20,83	69,17	1,4994
1077	1077:10:40:57	221971233	2007-01-13 14.30.50	166,12	20,60	69,40	1,4981
1078	1078:10:40:50	222060002	2007-01-14 15.10.18	166,67	20,37	69,63	1,4967
1079	1079:10:40:42	222148770	2007-01-15 15.49.45	167,23	20,14	69,86	1,4954
1080	1080:10:40:36	222237539	2007-01-16 16.29.14	167,78	19,91	70,09	1,4941
1081	1081:10:40:28	222326308	2007-01-17 17.08.42	168,34	19,67	70,33	1,4927
1082	1082:10:40:21	222415077	2007-01-18 17.48.09	168,90	19,44	70,56	1,4914
1083	1083:10:40:15	222503846	2007-01-19 18.27.38	169,46	19,20	70,80	1,4901
1084	1084:10:40:08	222592617	2007-01-20 19.07.07	170,02	18,97	71,03	1,4887
1085	1085:10:40:02	222681386	2007-01-21 19.46.35	170,58	18,73	71,27	1,4874
1086	1086:10:39:55	222770156	2007-01-22 20.26.04	171,15	18,49	71,51	1,4861
1087	1087:10:39:49	222858925	2007-01-23 21.05.32	171,71	18,26	71,74	1,4848
1088	1088:10:39:42	222947695	2007-01-24 21.45.01	172,27	18,02	71,98	1,4835
1089	1089:10:39:37	223036465	2007-01-25 22.24.31	172,84	17,78	72,22	1,4821
1090	1090:10:39:31	223125236	2007-01-26 23.04.00	173,41	17,54	72,46	1,4808
1091	1091:10:39:25	223214006	2007-01-27 23.43.29	173,98	17,30	72,70	1,4795
1092	1092:10:39:19	223302778	2007-01-29 00.22.59	174,54	17,06	72,94	1,4782
1093	1093:10:39:15	223391549	2007-01-30 01.02.29	175,12	16,81	73,19	1,4769
1094	1094:10:39:10	223480319	2007-01-31 01.41.59	175,69	16,57	73,43	1,4756
1095	1095:10:39:05	223569091	2007-02-01 02.21.30	176,26	16,33	73,67	1,4743
1096	1096:10:39:00	223657862	2007-02-02 03.00.59	176,83	16,09	73,91	1,4730
1097	1097:10:38:55	223746633	2007-02-03 03.40.30	177,41	15,84	74,16	1,4717
1098	1098:10:38:52	223835405	2007-02-04 04.20.02	177,98	15,60	74,40	1,4704
1099	1099:10:38:47	223924178	2007-02-05 04.59.32	178,56	15,35	74,65	1,4692
1100	1100:10:38:44	224012950	2007-02-06 05.39.04	179,13	15,11	74,89	1,4679
1101	1101:10:38:39	224101722	2007-02-07 06.18.35	179,71	14,86	75,14	1,4666
1102	1102:10:38:36	224190495	2007-02-08 06.58.06	180,29	14,61	75,39	1,4653
1103	1103:10:38:32	224279268	2007-02-09 07.37.38	180,87	14,37	75,63	1,4641
1104	1104:10:38:30	224368042	2007-02-10 08.17.11	181,45	14,12	75,88	1,4628
1105	1105:10:38:28	224456815	2007-02-11 08.56.43	182,04	13,87	76,13	1,4616
1106	1106:10:38:25	224545588	2007-02-12 09.36.16	182,62	13,62	76,38	1,4603
1107	1107:10:38:23	224634362	2007-02-13 10.15.49	183,20	13,38	76,62	1,4591
1108	1108:10:38:20	224723136	2007-02-14 10.55.22	183,79	13,13	76,87	1,4578
1109	1109:10:38:19	224811911	2007-02-15 11.34.55	184,37	12,88	77,12	1,4566
1110	1110:10:38:17	224900686	2007-02-16 12.14.29	184,96	12,63	77,37	1,4554
1111	1111:10:38:16	224989460	2007-02-17 12.54.03	185,55	12,38	77,62	1,4541
1112	1112:10:38:14	225078235	2007-02-18 13.33.37	186,14	12,13	77,87	1,4529
1113	1113:10:38:14	225167012	2007-02-19 14.13.11	186,73	11,88	78,12	1,4517
1114	1114:10:38:14	225255787	2007-02-20 14.52.46	187,32	11,63	78,37	1,4505
1115	1115:10:38:13	225344563	2007-02-21 15.32.21	187,91	11,38	78,62	1,4493
1116	1116:10:38:13	225433340	2007-02-22 16.11.56	188,50	11,13	78,87	1,4481
1117	1117:10:38:13	225522116	2007-02-23 16.51.32	189,10	10,88	79,12	1,4469
1118	1118:10:38:14	225610893	2007-02-24 17.31.07	189,69	10,63	79,37	1,4457
1119	1119:10:38:15	225699670	2007-02-25 18.10.44	190,29	10,38	79,62	1,4446
1120	1120:10:38:16	225788448	2007-02-26 18.50.20	190,88	10,13	79,87	1,4434
1121	1121:10:38:17	225877225	2007-02-27 19.29.57	191,48	9,88	80,12	1,4422
1122	1122:10:38:19	225966003	2007-02-28 20.09.34	192,08	9,63	80,37	1,4411
1123	1123:10:38:22	226054782	2007-03-01 20.49.12	192,68	9,38	80,62	1,4399
1124	1124:10:38:24	226143561	2007-03-02 21.28.49	193,28	9,13	80,87	1,4388
1125	1125:10:38:27	226232339	2007-03-03 22.08.27	193,88	8,88	81,12	1,4377
1126	1126:10:38:30	226321120	2007-03-04 22.48.06	194,49	8,62	81,38	1,4365
1127	1127:10:38:34	226409899	2007-03-05 23.27.45	195,09	8,38	81,62	1,4354
1128	1128:10:38:37	226498680	2007-03-07 00.07.24	195,70	8,13	81,87	1,4343
1129	1129:10:38:41	226587460	2007-03-08 00.47.03	196,30	7,88	82,12	1,4332
1130	1130:10:38:45	226676240	2007-03-09 01.26.43	196,91	7,63	82,37	1,4321
1131	1131:10:38:50	226765022	2007-03-10 02.06.23	197,51	7,38	82,62	1,4310
1132	1132:10:38:55	226853803	2007-03-11 02.46.04	198,12	7,13	82,87	1,4300
1133	1133:10:39:01	226942586	2007-03-12 03.25.45	198,73	6,88	83,12	1,4289
1134	1134:10:39:07	227031368	2007-03-13 04.05.26	199,34	6,63	83,37	1,4278
1135	1135:10:39:13	227120151	2007-03-14 04.45.08	199,95	6,39	83,61	1,4268
1136	1136:10:39:20	227208933	2007-03-15 05.24.49	200,57	6,14	83,86	1,4257
1137	1137:10:39:26	227297717	2007-03-16 06.04.31	201,18	5,89	84,11	1,4247
1138	1138:10:39:34	227386501	2007-03-17 06.44.14	201,79	5,65	84,35	1,4237
1139	1139:10:39:41	227475284	2007-03-18 07.23.57	202,41	5,40	84,60	1,4227
1140	1140:10:39:50	227564070	2007-03-19 08.03.42	203,02	5,16	84,84	1,4217
1141	1141:10:39:58	227652855	2007-03-20 08.43.26	203,64	4,91	85,09	1,4207
1142	1142:10:40:07	227741640	2007-03-21 09.23.10	204,26	4,67	85,33	1,4197
1143	1143:10:40:17	227830426	2007-03-22 10.02.55	204,87	4,42	85,58	1,4187
1144	1144:10:40:26	227919212	2007-03-23 10.42.40	205,49	4,18	85,82	1,4178
1145	1145:10:40:37	228007999	2007-03-24 11.22.26	206,11	3,94	86,06	1,4168
1146	1146:10:40:47	228096786	2007-03-25 12.02.12	206,73	3,70	86,30	1,4159
1147	1147:10:40:58	228185574	2007-03-26 12.41.58	207,35	3,46	86,54	1,4149
1148	1148:10:41:09	228274326	2007-03-27 13.21.45	207,98	3,22	86,78	1,4140
1149	1149:10:41:21	228363114	2007-03-28 14.01.32	208,60	2,98	87,02	1,4131
1150	1150:10:41:33	228451902	2007-03-29 14.41.20	209,22	2,74	87,26	1,4122
1151	1151:10:41:46	228540692	2007-03-30 15.21.08	209,85	2,51	87,49	1,4113
1152	1152:10:41:59	228629481	2007-03-31 16.00.57	210,47	2,27	87,73	1,4104
1153	1153:10:42:12	228718270	2007-04-01 16.40.46	211,10	2,04	87,96	1,4096
1154	1154:10:42:27	228807060	2007-04-02 17.20.36	211,73	1,80	88,20	1,4087
1155	1155:10:42:41	228895851	2007-04-03 18.00.26	212,35	1,57	88,43	1,4079
1156	1156:10:42:56	228984642	2007-04-04 18.40.16	212,98	1,34	88,66	1,4070
1157	1157:10:43:11	229073434	2007-04-05 19.20.08	213,61	1,11	88,89	1,4062
1158	1158:10:43:27	229162225	2007-04-06 19.59.59	214,24	0,88	89,12	1,4054
1159	1159:10:43:42	229251018	2007-04-07 20.39.50	214,87	0,65	89,35	1,4046
1160	1160:10:43:59	229339811	2007-04-08 21.19.42	215,50	0,43	89,57	1,4038
1161	1161:10:44:17	229428604	2007-04-09 21.59.36	216,13	0,20	89,80	1,4030
1162	1162:10:44:34	229517399	2007-04-10 22.39.29	216,77	0,02	89,98	1,4023
1163	1163:10:44:52	229606193	2007-04-11 23.19.22	217,40	0,25	89,75	1,4015
1164	1164:10:45:10	229694987	2007-04-12 23.59.16	218,03	0,47	89,53	1,4008
1165	1165:10:45:30	229783783	2007-04-14 00.39.12	218,67	0,69	89,31	1,4001
1166	1166:10:45:48	229872578	2007-04-15 01.19.06	219,30	0,90	89,10	1,3994
1167	1167:10:46:09	229961374	2007-04-16 01.59.02	219,94	1,12	88,88	1,3987
1168	1168:10:46:29	230050172	2007-04-17 02.38.59	220,58	1,34	88,66	1,3980
1169	1169:10:46:50	230138968	2007-04-18 03.18.55	221,21	1,55	88,45	1,3973
1170	1170:10:47:12	230227767	2007-04-19 03.58.53	221,85	1,76	88,24	1,3966
1171	1171:10:47:33	230316564	2007-04-20 04.38.50	222,49	1,97	88,03	1,3960
1172	1172:10:47:55	230405364	2007-04-21 05.18.47	223,13	2,18	87,82	1,3953
1173	1173:10:48:18	230494162	2007-04-22 05.58.47	223,77	2,39	87,61	1,3947
1174	1174:10:48:41	230582963	2007-04-23 06.38.45	224,41	2,59	87,41	1,3941
1175	1175:10:49:04	230671762	2007-04-24 07.18.45	225,05	2,80	87,20	1,3935
1176	1176:10:49:29	230760563	2007-04-25 07.58.45	225,69	3,00	87,00	1,3929
1177	1177:10:49:53	230849364	2007-04-26 08.38.46	226,33	3,20	86,80	1,3924
1178	1178:10:50:18	230938166	2007-04-27 09.18.46	226,98	3,39	86,61	1,3918
1179	1179:10:50:44	231026967	2007-04-28 09.58.48	227,62	3,59	86,41	1,3913
1180	1180:10:51:10	231115770	2007-04-29 10.38.50	228,26	3,78	86,22	1,3908
1181	1181:10:51:36	231204573	2007-04-30 11.18.52	228,91	3,97	86,03	1,3902
1182	1182:10:52:03	231293377	2007-05-01 11.58.55	229,55	4,16	85,84	1,3897
1183	1183:10:52:31	231382181	2007-05-02 12.38.59	230,20	4,35	85,65	1,3893
1184	1184:10:52:58	231470985	2007-05-03 13.19.02	230,84	4,53	85,47	1,3888
1185	1185:10:53:27	231559790	2007-05-04 13.59.07	231,49	4,72	85,28	1,3883
1186	1186:10:53:55	231648595	2007-05-05 14.39.11	232,13	4,90	85,10	1,3879
1187	1187:10:54:24	231737401	2007-05-06 15.19.16	232,78	5,08	84,92	1,3875
1188	1188:10:54:55	231826208	2007-05-07 15.59.23	233,43	5,25	84,75	1,3870
1189	1189:10:55:24	231915014	2007-05-08 16.39.28	234,07	5,43	84,57	1,3866
1190	1190:10:55:55	232003821	2007-05-09 17.19.35	234,72	5,60	84,40	1,3863
1191	1191:10:56:25	232092629	2007-05-10 17.59.42	235,37	5,77	84,23	1,3859
1192	1192:10:56:57	232181438	2007-05-11 18.39.49	236,02	5,93	84,07	1,3855
1193	1193:10:57:29	232270245	2007-05-12 19.19.58	236,67	6,10	83,90	1,3852
1194	1194:10:58:01	232359055	2007-05-13 20.00.06	237,32	6,26	83,74	1,3849
1195	1195:10:58:33	232447864	2007-05-14 20.40.14	237,96	6,41	83,59	1,3846
1196	1196:10:59:07	232536674	2007-05-15 21.20.24	238,61	6,57	83,43	1,3843
1197	1197:10:59:41	232625484	2007-05-16 22.00.34	239,26	6,72	83,28	1,3840
1198	1198:11:00:14	232714295	2007-05-17 22.40.44	239,91	6,87	83,13	1,3837
1199	1199:11:00:49	232803106	2007-05-18 23.20.54	240,57	7,02	82,98	1,3835
1200	1200:11:01:23	232891918	2007-05-20 00.01.05	241,21	7,17	82,83	1,3832
1201	1201:11:01:59	232980729	2007-05-21 00.41.17	241,87	7,31	82,69	1,3830
1202	1202:11:02:34	233069542	2007-05-22 01.21.29	242,52	7,45	82,55	1,3828
1203	1203:11:03:10	233158334	2007-05-23 02.01.40	243,17	7,59	82,41	1,3826
1204	1204:11:03:45	233247148	2007-05-24 02.41.52	243,82	7,72	82,28	1,3824
1205	1205:11:04:22	233335960	2007-05-25 03.22.05	244,47	7,85	82,15	1,3823
1206	1206:11:05:00	233424774	2007-05-26 04.02.19	245,12	7,98	82,02	1,3821
1207	1207:11:05:37	233513587	2007-05-27 04.42.33	245,77	8,10	81,90	1,3820
1208	1208:11:06:15	233602402	2007-05-28 05.22.46	246,43	8,23	81,77	1,3819
1209	1209:11:06:52	233691216	2007-05-29 06.03.00	247,08	8,35	81,65	1,3818
1210	1210:11:07:31	233780031	2007-05-30 06.43.15	247,73	8,46	81,54	1,3817
1211	1211:11:08:09	233868846	2007-05-31 07.23.30	248,38	8,57	81,43	1,3816
1212	1212:11:08:48	233957661	2007-06-01 08.03.45	249,04	8,68	81,32	1,3816
1213	1213:11:09:26	234046477	2007-06-02 08.44.00	249,69	8,79	81,21	1,3815
1214	1214:11:10:06	234135293	2007-06-03 09.24.16	250,34	8,89	81,11	1,3815
1215	1215:11:10:46	234224110	2007-06-04 10.04.32	250,99	8,99	81,01	1,3815
1216	1216:11:11:26	234312925	2007-06-05 10.44.48	251,65	9,09	80,91	1,3815
1217	1217:11:12:06	234401743	2007-06-06 11.25.04	252,30	9,19	80,81	1,3815
1218	1218:11:12:46	234490560	2007-06-07 12.05.21	252,95	9,28	80,72	1,3815
1219	1219:11:13:27	234579377	2007-06-08 12.45.38	253,60	9,36	80,64	1,3816
1220	1220:11:14:07	234668194	2007-06-09 13.25.55	254,26	9,45	80,55	1,3817
1221	1221:11:14:49	234757011	2007-06-10 14.06.13	254,91	9,53	80,47	1,3817
1222	1222:11:15:31	234845830	2007-06-11 14.46.31	255,56	9,61	80,39	1,3818
1223	1223:11:16:11	234934648	2007-06-12 15.26.48	256,21	9,68	80,32	1,3820
1224	1224:11:16:53	235023466	2007-06-13 16.07.06	256,86	9,75	80,25	1,3821
1225	1225:11:17:35	235112284	2007-06-14 16.47.25	257,52	9,82	80,18	1,3822
